DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,DESTINATION PORT,BUYER,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT, QUANTITY , VALUE(USD) , UNIT PRICE ,Seller Group,Buyer Group,Spare / Unit / Others,Product,Model,Category,Type,Manufacturer,Relevancy,Buyer_Type,Seller_Type
02-06-2020,0206202014970608,72051011,Iron and Steel,"STEEL GRITS -GP-18 ""WA BRAND"" ",INDIA,KOLKATA SEA (INCCU1),TEGA INDUSTRIES LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  5 ," $ 3,418 ", $ 759.49 ,,,,Steel Shot,GP18,Grits,Steel grits,,,Reseller,Manufacturer
19-04-2022,1033475236,72051021,Iron and Steel,STEEL SHOT GRADE:S230 AS PER INV/PL & PO NO:4702001326 ,INDIA,MUNDRA (INMUN1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,,MTS,  10 ," $ 11,500 "," $ 1,150.00 ",,,,Steel Shot,S230,Shots,High Carbon,,,End Customer,Manufacturer
19-04-2022,1087138936,72051021,Iron and Steel,STEEL SHOT GRADE:S230 AS PER INV/PL & PO NO:4702001326 ,INDIA,MUNDRA (INMUN1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,,MTS,  10 ," $ 11,500 "," $ 1,150.00 ",,,,Steel Shot,S230,Shots,High Carbon,,,End Customer,Manufacturer
05-06-2021,1156123233,72051021,Iron and Steel,STEEL SHOT GRADE:S-330 AS PER INV/P.L & PO NO:4702001258 ,INDIA,MUNDRA (INMUN1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  6 ," $ 5,160 ", $ 0.86 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
02-09-2021,1130805647,72051021,Iron and Steel,STEEL SHOT GRADE:S-330 AS PER INV/P.L & PO NO:4702001273 ,INDIA,MUNDRA (INMUN1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,,MTS,  27 ," $ 24,711 ", $ 0.92 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
02-09-2021,1588963526,72051021,Iron and Steel,STEEL SHOT GRADE:S-330 AS PER INV/P.L & PO NO:4702001274 ,INDIA,MUNDRA (INMUN1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,,MTS,  27 ," $ 24,711 ", $ 0.92 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
21-12-2021,1136104409,72051021,Iron and Steel,STEEL SHOT GRADE:S330 AS PER INV/P.L & PO NO:4702001292 ,INDIA,MUNDRA (INMUN1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,,MTS,  27 ," $ 27,540 ", $ 1.02 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
06-04-2022,1030130580,72051021,Iron and Steel,STEEL SHOT GRADE:S330 AS PER INV/PL & PO NO:4702001323 ,INDIA,MUNDRA (INMUN1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,,MTS,  10 ," $ 11,500 "," $ 1,150.00 ",,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
06-04-2022,1107581095,72051021,Iron and Steel,STEEL SHOT GRADE:S330 AS PER INV/PL & PO NO:4702001323 ,INDIA,MUNDRA (INMUN1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,,MTS,  10 ," $ 11,500 "," $ 1,150.00 ",,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
19-04-2022,1042108011,72051021,Iron and Steel,STEEL SHOT GRADE:S330 AS PER INV/PL & PO NO:4702001326 ,INDIA,MUNDRA (INMUN1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,,MTS,  10 ," $ 11,500 "," $ 1,150.00 ",,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
19-04-2022,1041595322,72051021,Iron and Steel,STEEL SHOT GRADE:S330 AS PER INV/PL & PO NO:4702001326 ,INDIA,MUNDRA (INMUN1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,,MTS,  10 ," $ 11,500 "," $ 1,150.00 ",,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
21-08-2020,2.1082E+15,72051011,Iron and Steel,STEEL SHOT S 390 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  3 ," $ 2,070 ", $ 690.00 ,,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
20-09-2020,2.0092E+15,72051011,Iron and Steel,STEEL SHOT S 390 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  9 ," $ 6,030 ", $ 670.00 ,,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
27-11-2020,2.7112E+15,72051011,Iron and Steel,STEEL SHOT S 390 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  12 ," $ 8,040 ", $ 670.00 ,,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
22-10-2021,1466627693,72051011,Iron and Steel,STEEL SHOT S 390 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  5 ," $ 4,275 ", $ 950.00 ,,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
17-02-2020,170220207088130,72051011,Iron and Steel,STEEL SHOT S 460 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  9 ," $ 6,120 ", $ 0.68 ,,,,Steel Shot,S460,Shots,High Carbon,,,Reseller,Manufacturer
21-08-2020,2.1082E+15,72051011,Iron and Steel,STEEL SHOT S 460 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  18 ," $ 12,420 ", $ 690.00 ,,,,Steel Shot,S460,Shots,High Carbon,,,Reseller,Manufacturer
20-09-2020,2.0092E+15,72051011,Iron and Steel,STEEL SHOT S 460 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  3 ," $ 2,070 ", $ 690.00 ,,,,Steel Shot,S460,Shots,High Carbon,,,Reseller,Manufacturer
27-11-2020,2.7112E+15,72051011,Iron and Steel,STEEL SHOT S 460 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  9 ," $ 6,210 ", $ 690.00 ,,,,Steel Shot,S460,Shots,High Carbon,,,Reseller,Manufacturer
22-10-2021,1083670516,72051011,Iron and Steel,STEEL SHOT S 460 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  5 ," $ 4,275 ", $ 950.00 ,,,,Steel Shot,S460,Shots,High Carbon,,,Reseller,Manufacturer
21-08-2020,2.1082E+15,72051011,Iron and Steel,STEEL SHOT S 550 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  2 ," $ 1,035 ", $ 690.00 ,,,,Steel Shot,S550,Shots,High Carbon,,,Reseller,Manufacturer
20-09-2020,2.0092E+15,72051011,Iron and Steel,STEEL SHOT S 550 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  9 ," $ 6,210 ", $ 690.00 ,,,,Steel Shot,S550,Shots,High Carbon,,,Reseller,Manufacturer
27-11-2020,2.7112E+15,72051011,Iron and Steel,STEEL SHOT S 550 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  3 ," $ 2,070 ", $ 690.00 ,,,,Steel Shot,S550,Shots,High Carbon,,,Reseller,Manufacturer
22-10-2021,1265734105,72051011,Iron and Steel,STEEL SHOT S 550 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  5 ," $ 4,275 ", $ 950.00 ,,,,Steel Shot,S550,Shots,High Carbon,,,Reseller,Manufacturer
21-08-2020,2.1082E+15,72051011,Iron and Steel,STEEL SHOT S 660 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  2 ," $ 1,035 ", $ 690.00 ,,,,Steel Shot,S660,Shots,High Carbon,,,Reseller,Manufacturer
20-09-2020,2.0092E+15,72051011,Iron and Steel,STEEL SHOT S 660 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  3 ," $ 2,070 ", $ 690.00 ,,,,Steel Shot,S660,Shots,High Carbon,,,Reseller,Manufacturer
22-10-2021,1252766005,72051011,Iron and Steel,STEEL SHOT S 660 ,INDIA,KOLKATA SEA (INCCU1),BMI MINERALS PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  11 ," $ 9,555 ", $ 910.00 ,,,,Steel Shot,S660,Shots,High Carbon,,,Reseller,Manufacturer
24-09-2020,2.4092E+15,72051011,Iron and Steel,STEEL SHOT S230 (STEEL SHOT)(AIFTA NO. AI2020-0031063 DT. 08.09.2020) ,INDIA,NHAVA SHEVA SEA (INNSA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  12 ," $ 6,895 ", $ 0.57 ,,,,Steel Shot,S230,Shots,High Carbon,,,Reseller,Manufacturer
30-11-2020,3.0112E+15,72051011,Iron and Steel,STEEL SHOT S230/ S550/ S660 ,INDIA,MANGALORE SEA (INNML1),SHREYONIDHI ENTERPRISES INDIA PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  27 ," $ 18,225 ", $ 0.68 ,,,,Steel Shot,S550,Shots,High Carbon,,,Reseller,Manufacturer
20-08-2021,1150666134,72051011,Iron and Steel,STEEL SHOT S230/ S550/ S660 ,INDIA,MANGALORE SEA (INNML1),SHREYONIDHI ENTERPRISES INDIA PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  27 ," $ 24,300 ", $ 0.90 ,,,,Steel Shot,S550,Shots,High Carbon,,,Reseller,Manufacturer
03-10-2019,031020195945697,72051011,Iron and Steel,STEEL SHOT S-280,INDIA,MUNDRA (INMUN1),MAN INDUSTRIES INDIA LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  24 ," $ 16,451 ", $ 0.69 ,,,,Steel Shot,S280,Shots,High Carbon,,,End Customer,Manufacturer
16-10-2019,161020195956380,72051011,Iron and Steel,STEEL SHOT S-280,INDIA,MUNDRA (INMUN1),MAN INDUSTRIES INDIA LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  24 ," $ 16,440 ", $ 0.69 ,,,,Steel Shot,S280,Shots,High Carbon,,,End Customer,Manufacturer
05-02-2020,050220208272635,72051011,Iron and Steel,STEEL SHOT S-280 ,INDIA,MUNDRA (INMUN1),MAN INDUSTRIES INDIA LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  24 ," $ 16,326 ", $ 0.68 ,,,,Steel Shot,S280,Shots,High Carbon,,,End Customer,Manufacturer
27-03-2021,1038232985,72051011,Iron and Steel,STEEL SHOT S280 ( STEEL SHOTS) ,INDIA,NHAVA SHEVA SEA (INNSA1),FORTUNE PROCURATORS INDIA PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  15 ," $ 1,140 ", $ 0.08 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
24-08-2020,2.4082E+15,72051011,Iron and Steel,STEEL SHOT S280 (A.I.F.T.A.P.T.C.O.C. REF NO.AI2020 - 0027391 DT.07.08.2020) ,INDIA,NHAVA SHEVA SEA (INNSA1),TATA STEEL LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  25 ," $ 16,750 ", $ 0.67 ,,,,Steel Shot,S280,Shots,High Carbon,,,End Customer,Manufacturer
22-12-2020,2.2122E+15,72051011,Iron and Steel,STEEL SHOT S280 (STEEL GRITS & STEEL SHOTS ,INDIA,NHAVA SHEVA SEA (INNSA1),FORTUNE PROCURATORS INDIA PRIVATE LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  3 ," $ 2,100 ", $ 0.70 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
01-03-2021,1669885171,72051011,Iron and Steel,STEEL SHOT S280 (STEEL GRITS & STEEL SHOTS ,INDIA,NHAVA SHEVA SEA (INNSA1),FORTUNE PROCURATORS INDIA PRIVATE LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  2 ," $ 1,140 ", $ 0.76 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
29-10-2020,2.9102E+15,72051011,Iron and Steel,STEEL SHOT S280 (STEEL GRITS & STEEL SHOTS(AFTA.NO:AI2020-0036545 DATE14-10-20.) ,INDIA,NHAVA SHEVA SEA (INNSA1),FORTUNE PROCURATORS INDIA PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  3 ," $ 2,010 ", $ 0.67 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
14-02-2022,1227306543,72051011,Iron and Steel,STEEL SHOT S280 (STEEL GRITS & STEEL SHOTS) ,INDIA,NHAVA SHEVA SEA (INNSA1),FORTUNE PROCURATORS INDIA PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  5 ," $ 5,085 ", $ 1.13 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
11-04-2022,1146439972,72051011,Iron and Steel,STEEL SHOT S280 (STEEL GRITS & STEEL SHOTS) ,INDIA,NHAVA SHEVA SEA (INNSA1),FORTUNE PROCURATORS INDIA PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  3 ," $ 3,332 ", $ 1.11 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
19-05-2022,1086040328,72051011,Iron and Steel,STEEL SHOT S280 (STEEL GRITS & STEEL SHOTS) ,INDIA,NHAVA SHEVA SEA (INNSA1),FORTUNE PROCURATORS INDIA PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  3 ," $ 3,538 ", $ 1.18 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
22-06-2022,1133774920,72051011,Iron and Steel,STEEL SHOT S280 (STEEL GRITS & STEEL SHOTS) ,INDIA,NHAVA SHEVA SEA (INNSA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  12 ," $ 11,570 ", $ 0.96 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
07-07-2021,1022776955,72051011,Iron and Steel,STEEL SHOT S280 (STEEL SHOTS) ,INDIA,NHAVA SHEVA SEA (INNSA1),FORTUNE PROCURATORS INDIA PRIVATE LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  11 ," $ 9,450 ", $ 0.90 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
02-09-2021,1282579441,72051011,Iron and Steel,STEEL SHOT S280 (STEEL SHOTS) ,INDIA,NHAVA SHEVA SEA (INNSA1),FORTUNE PROCURATORS INDIA PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  3 ," $ 2,807 ", $ 0.94 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
29-10-2021,1052237036,72051011,Iron and Steel,STEEL SHOT S280 (STEEL SHOTS) ,INDIA,NHAVA SHEVA SEA (INNSA1),FORTUNE PROCURATORS INDIA PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  3 ," $ 2,760 ", $ 0.92 ,,,,Steel Shot,S280,Shots,High Carbon,,,Reseller,Manufacturer
28-12-2021,1154541800,72051011,Iron and Steel,STEEL SHOT S280 COO NO. AI2021-0056527 DT. 07.12.2021 ,INDIA,NHAVA SHEVA SEA (INNSA1),MAHARASHTRA SEAMLESS LIMITED,THAILAND,Winoa Group,,MTS,  6 ," $ 6,420 "," $ 1,070.00 ",,,,Steel Shot,S280,Shots,High Carbon,,,End Customer,Manufacturer
09-11-2020,0911202029128299,72051011,Iron and Steel,STEEL SHOT S280 OTHER DETAILS AS PER INVOICE ,INDIA,MUNDRA (INMUN1),SURYA ROSHNI LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  25 ," $ 17,000 ", $ 0.68 ,,,,Steel Shot,S280,Shots,High Carbon,,,End Customer,Manufacturer
17-09-2021,1576654341,72051011,Iron and Steel,STEEL SHOT S280/ S390/ S660 ,INDIA,MANGALORE SEA (INNML1),SHREYONIDHI ENTERPRISES INDIA PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  27 ," $ 24,840 ", $ 0.92 ,,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
03-11-2020,0311202027674238,72051011,Iron and Steel,STEEL SHOT S330 ,INDIA,KOLKATA SEA (INCCU1),JINDAL STAINLESS LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  11 ," $ 8,151 ", $ 741.02 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
12-12-2020,1.2122E+15,72051011,Iron and Steel,STEEL SHOT S330 ,INDIA,KOLKATA SEA (INCCU1),BMA STAINLESS LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  5 ," $ 3,150 ", $ 0.70 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
05-01-2021,1210349143,72051011,Iron and Steel,STEEL SHOT S330 ,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  12 ," $ 8,572 ", $ 714.32 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
06-01-2021,1064699740,72051011,Iron and Steel,STEEL SHOT S330 ,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  12 ," $ 8,572 ", $ 714.32 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
19-02-2019,190220195212970,72051011,Iron and Steel,STEEL SHOT S-330 -  AIFTA CERT.NO. AI2019-0004857 DT. 01.02.2019,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,,MTS,  12 ," $ 8,880 ", $ 0.74 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
21-12-2019,2.1122E+15,72051011,Iron and Steel,STEEL SHOT S-330 - C 0.80-1.2%\ SI 0.4% MIN\ MN 0.60-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  12 ," $ 8,520 ", $ 0.71 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
09-01-2020,090120202926376,72051011,Iron and Steel,STEEL SHOT S-330 - C 0.80-1.2%\ SI 0.4% MIN\ MN 0.60-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  12 ," $ 8,520 ", $ 0.71 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
22-02-2020,220220208953190,72051011,Iron and Steel,STEEL SHOT S-330 - C 0.80-1.2%\ SI 0.4% MIN\ MN 0.60-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  12 ," $ 8,520 ", $ 0.71 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
27-02-2020,270220209005210,72051011,Iron and Steel,STEEL SHOT S330 - C 0.80-1.2%\ SI>0.4%\ MN 0.60-1.2% \ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,,MTS,  12 ," $ 8,520 ", $ 0.71 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
14-03-2020,1.4032E+15,72051011,Iron and Steel,STEEL SHOT S330 - C 0.80-1.2%\ SI>0.4%\ MN 0.60-1.2% \ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  12 ," $ 8,520 ", $ 0.71 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
20-03-2020,2.0032E+15,72051011,Iron and Steel,STEEL SHOT S330 - C 0.80-1.2%\ SI>0.4%\ MN 0.60-1.2% \ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,,MTS,  12 ," $ 8,520 ", $ 0.71 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
16-05-2019,1.6052E+15,72051011,Iron and Steel,STEEL SHOT S-330 - C 0.8-1.2%\ SI 0.4 MIN\ MN 0.60-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,,MTS,  12 ," $ 8,880 ", $ 0.74 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
25-06-2019,2.5062E+15,72051011,Iron and Steel,STEEL SHOT S-330 - C 0.8-1.2%\ SI 0.4 MIN\ MN 0.60-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,,MTS,  12 ," $ 8,880 ", $ 0.74 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
03-07-2019,0307201922260654,72051011,Iron and Steel,STEEL SHOT S-330 - C 0.8-1.2%\ SI 0.4 MIN\ MN 0.60-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,,MTS,  12 ," $ 8,781 ", $ 0.73 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
22-07-2019,2.2072E+15,72051011,Iron and Steel,STEEL SHOT S-330 - C 0.8-1.2%\ SI 0.4 MIN\ MN 0.60-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,,MTS,  12 ," $ 8,880 ", $ 0.74 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
26-10-2019,261020196787450,72051011,Iron and Steel,STEEL SHOT S-330 - C 0.8-1.2%\ SI 0.4 MIN\ MN 0.60-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  12 ," $ 8,640 ", $ 0.72 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
22-11-2019,2.2112E+15,72051011,Iron and Steel,STEEL SHOT S-330 - C 0.8-1.2%\ SI 0.4 MIN\ MN 0.60-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  12 ," $ 8,520 ", $ 0.71 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
07-12-2019,0712201919561517,72051011,Iron and Steel,STEEL SHOT S-330 - C 0.8-1.2%\ SI 0.4% MIN\ MN 0.60-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  12 ," $ 8,520 ", $ 0.71 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
26-03-2021,1001600611,72051011,Iron and Steel,STEEL SHOT S330 - C 0.8-1.2%\ SI 0.4-1.5% MN 0.6-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  12 ," $ 9,300 ", $ 0.78 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
12-04-2021,1079073200,72051011,Iron and Steel,STEEL SHOT S330 - C 0.8-1.2%\ SI 0.4-1.5% MN 0.6-1.2%\ P,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  12 ," $ 9,300 ", $ 0.78 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
24-09-2020,2.4092E+15,72051011,Iron and Steel,STEEL SHOT S330 (AIFTA NO. AI2020-0029802 DT.27.08.2020)DTLSAS PER INV\PL & BL. ,INDIA,MUNDRA (INMUN1),BHARTI ENGINEERING,THAILAND,Winoa Group,LAEM CHABANG,MTS,  12 ," $ 7,860 ", $ 0.66 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
25-01-2021,1258334889,72051011,Iron and Steel,STEEL SHOT S330 (CERTIFICATE NO. AI2021-0000739 DT. 07/01/2021) ,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,LAEM CHABANG,MTS,  12 ," $ 8,520 ", $ 710.00 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
16-07-2021,1181171858,72051011,Iron and Steel,STEEL SHOT S330 (CERTIFICATE NO. AI2021-0027997 DT.14.06.2021) (STL295250) ,INDIA,NHAVA SHEVA SEA (INNSA1),PSL CORROSION CONTROL SERVICES LIMITED,THAILAND,Winoa Group,,MTS,  12 ," $ 10,800 ", $ 900.00 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
10-12-2020,1.0122E+15,72051011,Iron and Steel,STEEL SHOT S330 (STEEL GRITS & STEEL SHOTS) ,INDIA,NHAVA SHEVA SEA (INNSA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  12 ," $ 7,259 ", $ 0.60 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
10-12-2020,1.0122E+15,72051011,Iron and Steel,STEEL SHOT S330 (STEEL GRITS & STEEL SHOTS) ,INDIA,NHAVA SHEVA SEA (INNSA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,THAILAND,Winoa Group,BANGKOK,MTS,  12 ," $ 7,259 ", $ 0.60 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
10-06-2022,1196927350,72051011,Iron and Steel,STEEL SHOT S330 (STEEL SHOT & STEEL GRIT) ,INDIA,PATLI ICD (INPTL6),WINOA ABRASIVES INDIA PRIVATE LIMITED,THAILAND,Winoa Group,,MTS,  6 ," $ 5,897 ", $ 0.98 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
